alltags,category,subcategory,label
12,3,39,2.58
17,8,68,7.74
11,3,39,8.52
41,4,48,10.08
19,2,25,6.70
3,6,62,2.32
13,2,32,2.81
8,3,39,4.32
52,9,70,8.25
41,1,10,11.64
18,1,4,4.46
23,1,5,7.89
12,6,55,8.71
8,10,75,1.58
7,3,39,4.75
13,1,5,5.64
17,5,51,10.55
8,1,5,4.00
50,4,47,5.91
4,7,63,3.17
11,2,23,7.12
9,8,68,4.86
5,5,50,2.58
8,7,64,3.91
28,11,77,5.39
13,2,17,6.57
3,4,47,7.32
4,10,75,7.09
10,6,60,6.43
11,10,76,2.81
15,4,46,7.31
2,11,77,6.29
7,8,68,4.64
48,1,4,4.64
24,1,7,8.45
7,2,25,9.68
7,4,46,5.55
3,9,73,3.00
3,6,59,5.67
2,2,23,3.46
4,1,8,6.71
63,6,61,3.32
16,2,24,6.09
11,8,68,6.93
15,2,22,4.46
30,4,49,5.95
15,3,39,5.73
36,4,43,5.61
6,2,25,5.64
12,3,40,6.66
11,1,8,10.26
23,4,48,5.21
10,3,39,5.70
29,7,65,9.67
25,2,33,8.92
37,10,75,6.66
9,4,49,4.58
10,1,9,6.13
28,2,34,5.32
33,1,5,7.90
52,1,8,7.09
10,3,39,4.86
10,2,22,5.52
18,4,47,7.34
1,11,77,3.17
51,9,70,7.08
10,4,49,4.58
9,11,77,7.04
9,7,65,4.70
22,10,76,10.07
11,2,25,10.18
10,7,64,7.13
7,4,46,4.25
10,2,33,5.25
14,6,56,7.56
8,2,25,8.22
17,3,40,4.70
24,2,22,6.73
18,1,7,5.98
26,6,55,9.02
29,3,38,7.02
11,4,45,8.89
34,1,6,5.17
18,9,73,6.29
13,2,28,5.64
73,10,76,7.57
64,9,70,8.38
43,8,68,6.61
5,11,77,2.81
40,10,75,7.06
4,4,43,3.81
25,6,56,8.55
5,4,49,3.46
5,4,46,7.86
2,1,4,4.70
5,2,18,8.08
5,5,52,2.32
24,1,7,7.85
20,2,22,5.98
6,4,46,3.58
57,10,76,1.58
30,2,22,5.70
37,2,32,5.86
12,5,51,5.00
21,2,31,5.25
7,2,23,6.04
44,6,56,7.28
3,4,49,4.46
16,2,32,6.36
26,6,56,5.81
31,2,19,7.26
5,2,34,9.54
7,4,46,4.25
11,9,73,4.95
20,10,76,5.36
11,3,38,3.00
6,1,5,7.83
19,7,63,10.05
7,4,46,4.58
49,1,3,7.83
4,1,5,2.00
17,9,73,5.09
10,2,19,8.26
32,4,44,6.19
11,2,24,5.00
26,1,10,8.83
8,2,32,5.39
4,6,58,1.58
11,2,27,5.04
24,4,44,3.17
25,4,47,6.83
25,2,35,8.63
13,1,9,5.52
15,1,4,4.95
15,10,76,9.06
8,1,4,5.32
18,4,46,7.96
6,2,24,8.11
8,4,48,7.77
39,10,75,6.25
33,1,8,7.67
14,3,38,9.56
10,7,64,1.58
67,2,29,6.61
6,7,65,7.57
33,1,7,9.96
24,3,39,7.79
16,4,48,5.98
42,9,70,7.56
41,6,60,6.32
9,2,23,3.32
8,1,8,6.75
17,3,39,3.32
13,2,25,8.46
28,2,34,5.39
69,11,77,7.32
23,2,22,9.37
6,4,47,6.93
24,6,59,10.23
12,5,50,6.09
14,6,60,1.58
60,10,76,2.32
25,2,35,8.53
72,1,5,10.95
14,4,49,7.24
3,6,56,5.46
7,1,9,2.32
28,11,77,7.72
4,3,39,10.49
4,4,46,1.58
2,9,72,3.17
70,1,5,6.67
58,10,76,2.00
73,3,40,9.83
20,4,47,6.63
5,1,6,9.81
52,9,70,8.02
22,7,65,7.78
7,1,11,5.98
9,5,50,6.43
28,1,2,6.21
29,7,64,7.34
23,4,45,4.86
31,2,22,6.94
9,4,45,6.73
10,1,7,2.00
47,6,56,5.81
8,3,38,7.04
4,6,58,1.58
34,3,40,4.00
4,2,20,5.64
17,3,39,5.64
18,2,25,10.05
20,6,56,9.28
45,2,28,4.75
20,1,5,8.69
20,4,45,11.83
11,6,62,5.29
21,2,20,7.95
17,3,39,4.91
19,2,23,3.32
23,3,40,6.82
28,2,34,5.70
1,4,47,6.95
2,2,28,5.13
26,9,73,8.92
19,9,71,10.84
40,6,58,4.81
20,5,50,7.60
56,1,6,10.22
9,2,27,8.10
28,2,22,6.15
7,5,51,4.52
21,5,50,9.59
60,1,5,5.36
9,2,23,6.71
31,10,76,4.39
23,1,6,9.03
27,2,32,4.64
4,2,33,11.48
24,7,63,3.00
4,7,63,5.43
14,4,49,6.77
14,4,47,7.88
22,3,40,6.29
23,1,5,5.67
35,3,38,10.63
6,1,4,2.81
4,9,73,2.32
9,2,29,5.52
17,1,5,8.10
20,5,50,2.81
2,2,28,3.58
5,4,46,7.07
33,1,5,7.66
8,3,41,5.32
3,2,22,5.49
24,7,67,4.46
22,4,49,6.09
11,2,22,2.00
7,9,73,6.27
38,7,63,5.32
27,4,49,6.51
9,4,47,9.12
8,9,73,1.58
6,5,53,4.09
8,1,5,7.64
12,4,47,5.39
9,2,20,9.00
20,3,40,8.40
36,9,73,4.81
17,3,40,6.64
50,1,4,6.99
18,10,76,4.39
23,1,10,6.69
54,11,77,8.27
6,3,40,9.04
15,1,11,7.41
19,9,73,12.05
70,4,48,7.28
28,1,11,8.87
12,7,63,3.58
41,2,28,9.61
16,1,1,9.15
34,4,47,9.89
7,1,15,9.01
9,1,2,5.81
71,3,38,7.52
13,9,73,8.13
24,4,46,7.00
19,9,73,8.08
11,10,75,6.09
22,3,38,5.36
16,3,39,7.74
53,4,48,8.74
33,1,5,8.11
1,2,18,3.46
26,2,27,9.43
11,8,68,6.13
5,4,46,3.91
6,4,45,6.86
31,1,4,8.65
37,6,59,7.63
24,2,20,4.91
25,4,47,7.56
14,4,46,7.14
34,2,32,5.93
7,4,47,4.39
13,2,32,5.61
7,6,55,9.82
8,1,9,4.09
7,1,6,9.18
75,4,47,8.06
19,11,77,5.43
18,4,44,4.00
12,3,39,8.36
73,2,27,9.22
18,1,8,7.00
36,1,8,7.77
8,2,27,10.85
17,7,65,3.17
17,4,48,7.11
5,6,55,4.95
44,10,75,7.79
23,4,47,6.58
67,2,17,6.49
10,4,45,7.10
19,9,73,9.11
7,7,67,5.36
12,1,9,9.44
6,10,76,8.66
47,2,29,5.21
7,4,49,2.58
15,7,67,4.95
11,6,57,7.21
57,10,76,1.58
6,4,47,5.32
10,7,63,7.29
16,9,73,5.86
16,4,48,5.43
66,4,45,8.99
29,5,50,5.93
16,1,2,4.09
1,4,44,2.58
11,7,65,5.91
20,2,22,7.45
20,9,71,4.95
14,7,64,3.32
34,1,5,7.82
7,1,5,6.57
14,1,9,5.73
24,7,67,7.67
10,3,40,7.86
15,2,20,5.46
26,9,73,9.97
23,1,6,7.19
31,2,19,8.60
22,3,40,7.28
7,6,61,1.58
31,4,44,6.69
10,1,9,11.01
6,4,48,8.37
1,2,31,4.86
4,4,48,3.91
57,1,6,13.90
47,10,76,8.58
15,8,68,4.81
13,1,10,4.09
7,4,48,4.81
27,4,44,4.95
22,2,30,7.36
20,1,9,9.88
31,4,44,5.55
60,1,5,5.25
24,1,2,5.55
43,7,65,8.03
6,3,38,1.00
10,4,49,10.97
43,1,6,4.86
28,3,39,5.49
27,4,47,6.00
42,10,76,6.85
8,3,39,8.08
5,4,49,4.00
19,6,56,9.49
12,3,38,6.15
11,10,75,4.39
47,1,10,10.50
56,3,39,12.66
3,4,45,3.17
46,2,35,7.61
64,3,39,4.46
7,1,14,6.21
50,7,64,9.39
8,4,48,2.58
23,4,48,6.60
66,1,8,8.21
36,4,46,8.99
57,9,70,7.44
7,4,47,4.58
38,7,65,6.77
14,2,32,8.34
37,6,56,4.70
31,4,44,5.52
46,4,44,6.85
6,4,46,4.58
5,2,23,7.98
46,9,71,8.65
3,4,45,2.32
7,3,39,4.86
11,6,59,8.76
6,4,49,4.46
49,3,40,3.32
52,3,41,6.49
16,5,53,9.03
28,2,29,9.64
12,1,4,6.27
6,8,68,11.44
14,5,53,12.11
5,11,77,3.58
23,1,5,5.43
18,1,8,4.25
13,1,9,10.30
11,3,39,8.24
28,2,19,7.20
39,1,5,7.24
25,7,64,8.60
14,2,30,6.73
20,3,40,7.53
7,6,56,8.62
30,5,51,5.70
10,1,8,9.45
14,2,28,9.90
72,1,5,11.05
55,9,73,6.09
14,2,19,5.49
21,4,47,9.39
12,2,23,7.75
28,3,39,6.44
10,7,66,7.24
9,2,28,4.00
7,7,65,5.61
7,5,50,3.32
75,1,9,10.86
66,2,18,10.94
3,2,23,4.91
3,4,49,6.09
49,4,44,5.04
27,2,32,8.02
28,5,51,9.86
64,6,62,10.33
14,1,9,6.25
9,2,28,4.39
42,2,29,4.58
6,6,62,7.30
5,4,48,8.20
12,3,38,4.39
12,7,66,8.70
12,4,47,9.18
3,4,47,2.81
33,1,4,8.03
10,9,70,4.32
23,10,75,7.81
9,10,75,7.32
21,2,24,9.39
18,9,73,5.09
19,8,68,9.58
22,5,52,7.16
27,2,28,12.02
8,4,48,3.70
43,4,47,7.19
6,2,33,5.00
48,2,22,7.89
9,1,14,2.00
55,10,75,6.66
20,4,45,1.00
3,1,8,7.93
13,9,73,7.28
58,1,9,5.88
15,4,48,7.55
40,3,39,8.17
33,4,48,7.22
28,4,44,2.58
9,5,53,5.67
6,2,24,2.81
20,4,45,5.81
17,10,76,8.04
9,2,26,8.24
46,1,15,13.51
15,1,4,6.11
3,4,43,2.00
4,1,4,7.33
11,2,32,5.75
8,7,65,4.81
35,2,25,8.21
10,10,76,6.93
5,2,34,9.12
13,2,29,3.46
26,4,44,7.13
20,2,19,10.62
5,2,34,5.09
7,7,63,4.70
10,1,5,5.52
25,2,34,8.38
28,2,16,3.00
6,4,49,3.46
12,1,6,7.64
12,4,48,5.61
7,1,7,7.79
19,2,23,5.39
4,8,68,8.26
31,4,44,3.00
13,6,56,7.03
7,1,9,2.00
12,7,65,5.70
33,3,39,5.43
38,1,9,12.34
6,4,45,11.34
7,4,49,4.39
27,10,75,7.36
3,3,39,3.70
19,2,23,5.04
34,5,51,3.32
13,1,11,1.58
2,7,65,6.39
42,4,48,6.61
61,2,32,9.52
5,5,53,4.09
12,7,65,6.11
15,3,39,4.64
24,10,76,2.81
1,4,44,1.00
5,4,47,5.29
5,2,28,6.99
52,3,41,6.48
40,6,55,9.66
18,2,25,6.23
28,2,32,6.38
6,5,50,12.10
14,2,30,7.27
12,2,32,4.00
12,4,46,5.55
33,2,28,8.19
57,3,40,8.32
62,1,5,8.22
14,1,5,7.06
12,5,51,3.00
25,4,44,6.54
49,2,24,5.73
8,9,73,6.13
21,4,46,5.29
9,5,51,4.32
37,2,18,7.91
10,5,53,7.30
1,2,25,3.17
57,9,70,7.57
18,6,62,7.94
12,8,68,5.64
7,3,38,4.32
16,6,60,10.73
29,3,41,7.22
5,3,39,9.42
21,7,65,6.64
8,6,56,7.94
4,9,73,2.32
51,2,17,6.58
72,3,40,12.22
30,5,52,5.49
34,9,70,6.13
54,11,77,5.58
13,1,6,10.17
21,2,20,8.39
14,8,68,4.91
15,3,39,8.92
19,1,5,11.89
30,3,38,7.12
3,6,62,2.00
26,5,51,6.25
16,1,6,15.63
5,10,76,1.58
18,1,5,4.52
24,10,75,8.14
11,4,47,8.14
16,1,5,7.33
18,1,7,6.69
14,4,46,3.81
58,2,19,7.43
33,3,39,5.21
43,3,41,8.30
19,2,19,4.81
27,2,29,5.52
6,2,25,4.81
24,3,39,7.56
17,2,23,5.04
12,2,17,6.83
11,4,46,4.25
2,4,46,8.34
5,4,49,5.25
27,3,39,4.09
26,9,73,9.86
26,2,32,8.43
31,1,4,5.81
20,2,27,2.58
48,3,38,4.70
26,1,5,6.13
23,10,75,7.01
12,4,46,5.81
22,7,65,4.46
43,2,27,10.11
16,1,5,6.87
30,4,44,5.21
28,3,38,5.67
3,3,40,2.00
27,3,38,4.32
23,8,68,5.39
7,2,29,4.09
9,6,55,6.41
8,7,65,3.91
17,2,29,6.13
25,4,49,5.64
61,2,23,5.55
4,7,63,5.81
2,4,48,1.58
18,4,44,5.09
16,2,19,5.52
10,9,71,3.32
21,6,57,4.25
6,7,65,9.27
30,2,18,7.74
66,4,44,7.86
4,7,65,5.86
35,6,56,9.24
68,10,76,6.69
70,4,48,7.60
9,7,64,2.00
2,3,40,6.23
4,4,48,3.17
30,3,40,7.91
29,1,5,16.01
7,2,19,2.00
37,10,75,6.17
38,2,19,10.46
26,2,32,8.37
7,11,77,4.58
8,1,11,4.00
1,5,51,1.00
7,4,47,4.39
32,9,72,4.95
17,5,51,9.11
34,1,5,8.33
7,7,67,4.52
42,3,40,10.58
7,1,11,4.00
3,1,5,2.32
32,6,57,3.91
34,3,39,12.12
14,1,15,3.70
16,3,39,3.81
25,1,5,7.95
30,1,4,4.39
2,3,38,8.17
8,2,18,4.86
7,3,39,4.25
10,9,71,3.32
26,5,50,4.81
6,7,65,3.46
6,3,39,7.24
52,3,41,6.70
13,2,32,8.69
7,7,65,2.32
8,6,56,5.73
8,2,22,6.67
5,1,8,7.21
18,4,48,4.52
9,3,39,8.13
27,1,9,6.64
12,4,48,8.38
33,1,5,7.61
14,4,47,7.63
10,4,44,6.13
10,6,55,10.47
18,7,63,5.46
16,3,40,3.00
12,4,44,3.91
22,2,29,6.17
9,2,17,7.51
13,2,28,5.00
28,2,32,9.20
14,4,44,7.59
56,2,22,5.09
24,1,11,5.39
13,2,32,8.10
12,2,34,5.61
64,9,70,8.46
51,4,46,8.49
12,4,47,6.58
10,9,70,4.25
74,4,44,5.55
7,1,7,7.44
7,4,46,4.64
24,4,48,6.23
12,9,73,11.31
9,1,9,5.78
8,9,73,4.91
11,6,62,5.25
47,1,9,10.91
21,4,48,3.91
4,1,4,6.09
17,6,59,5.52
38,2,25,9.70
6,2,33,8.50
14,4,48,2.58
36,2,35,9.06
43,2,25,9.85
11,4,48,8.71
19,2,23,5.17
27,5,50,5.95
31,2,19,7.22
34,5,51,3.81
16,4,47,7.00
18,6,56,6.49
27,2,29,6.60
31,9,73,6.54
5,2,32,1.58
2,3,39,11.23
9,7,63,6.09
8,7,63,5.73
25,2,25,8.30
48,5,51,4.25
21,2,31,5.13
40,11,77,6.95
43,2,22,5.78
22,3,39,8.83
3,6,56,5.55
67,4,45,9.38
13,4,47,5.43
46,4,49,6.73
9,2,28,4.09
17,5,50,6.94
8,3,41,6.00
2,2,21,5.29
4,9,73,3.00
14,1,9,6.97
9,2,33,8.60
10,4,49,4.39
43,11,77,5.36
21,11,77,10.00
28,1,4,11.08
57,1,7,6.32
10,2,34,6.09
13,8,68,3.58
13,4,47,6.48
5,5,53,10.13
10,3,39,4.81
15,10,76,4.52
28,1,5,6.83
12,2,20,4.58
11,9,73,3.17
25,4,48,5.67
14,4,46,9.84
20,1,5,11.60
15,2,20,5.49
29,3,38,6.09
17,1,4,7.75
3,4,49,2.58
6,4,47,7.41
25,4,49,5.09
7,3,38,9.63
17,7,64,4.95
17,1,2,7.56
3,1,8,5.58
6,4,48,3.70
14,6,62,14.29
10,2,32,5.61
31,4,45,4.25
19,5,51,5.78
33,3,39,7.70
14,2,25,5.17
61,7,63,10.73
23,2,21,8.29
4,2,18,2.32
9,4,45,6.11
22,7,65,5.39
19,6,55,8.84
66,4,48,9.83
51,4,48,8.98
18,4,47,5.55
4,2,20,1.00
17,2,23,4.75
58,3,40,5.43
54,1,9,8.94
23,7,66,2.58
9,5,50,8.48
2,3,39,10.54
8,3,39,8.51
70,6,62,8.34
11,2,27,5.17
10,4,48,5.58
26,4,46,4.00
22,8,68,5.52
10,3,38,5.49
19,2,28,4.58
61,10,76,10.27
13,8,68,4.17
46,9,71,8.58
6,4,47,8.09
4,9,73,4.25
28,5,51,6.78
11,4,47,6.54
30,4,47,5.04
13,9,71,3.70
47,6,55,6.51
65,2,32,13.65
14,4,48,9.46
53,10,75,6.29
5,3,39,1.00
3,6,56,4.75
49,1,8,7.55
16,2,27,5.13
17,4,49,5.64
31,2,32,9.24
5,1,5,7.25
9,7,64,1.00
31,3,39,9.36
8,8,68,7.33
17,10,75,3.91
24,2,22,8.24
15,1,9,11.00
19,1,10,5.98
66,1,5,8.14
34,6,59,4.95
33,2,18,9.04
17,4,47,5.73
57,9,71,10.38
11,1,9,5.04
17,4,45,6.21
52,3,39,4.25
31,2,22,6.82
9,5,51,5.93
27,3,38,4.81
27,2,29,5.39
10,1,5,7.13
22,8,68,11.50
4,5,53,10.26
11,3,38,8.79
6,1,8,4.58
11,7,64,8.79
10,2,22,8.93
13,1,7,8.90
17,4,44,4.00
8,4,47,5.13
54,7,65,8.69
17,2,22,8.19
18,2,19,4.64
15,10,76,6.25
50,3,38,8.32
12,7,65,6.09
68,11,77,11.86
9,2,28,4.09
4,5,51,5.17
4,2,19,3.91
8,2,26,8.56
8,1,5,6.04
7,4,46,4.00
8,3,40,2.32
11,1,2,6.63
8,3,40,1.00
17,2,28,7.06
9,1,5,4.75
3,4,44,2.32
21,6,56,5.17
70,4,48,7.01
7,2,17,3.81
45,3,38,6.04
46,7,67,8.42
70,4,48,6.30
5,3,38,4.75
28,9,70,5.43
8,1,2,14.05
20,1,10,8.84
39,3,38,9.70
8,2,32,6.46
16,6,59,6.48
58,2,29,5.70
29,10,76,4.58
29,5,50,4.46
7,2,31,7.19
11,3,39,4.09
6,6,55,5.86
25,4,47,7.54
8,2,20,3.46
6,3,39,4.91
30,1,8,7.97
24,10,75,8.69
11,3,38,7.75
32,11,77,9.03
7,2,18,8.86
46,9,71,8.84
7,2,18,7.00
2,1,6,1.00
20,7,64,4.75
9,4,45,8.20
21,4,49,5.64
14,10,75,5.70
10,9,70,4.58
69,4,44,2.58
60,3,39,8.69
11,1,9,5.17
11,1,6,6.71
12,7,63,7.00
2,2,18,4.52
7,3,39,8.02
5,1,2,2.00
15,9,72,7.80
47,4,45,7.31
53,3,39,11.90
4,3,38,3.17
55,10,75,6.48
14,7,65,6.48
25,2,29,7.43
29,2,29,6.00
4,2,24,3.32
16,2,32,6.36
33,4,48,4.17
48,2,29,4.46
9,4,48,8.57
30,1,8,7.41
51,1,5,9.99
43,4,47,5.64
14,3,39,8.37
66,1,9,7.27
25,5,51,4.39
31,9,73,8.12
4,1,4,6.99
6,2,17,6.39
5,4,47,5.52
28,2,34,5.55
20,9,73,8.02
15,2,17,7.56
23,4,46,5.49
13,5,51,6.97
8,6,59,9.84
7,2,25,6.88
63,5,53,8.54
28,2,18,9.41
51,3,40,8.46
12,1,2,4.70
12,4,49,4.52
10,4,49,7.17
14,4,49,6.64
33,1,5,7.99
9,1,9,5.78
21,2,27,6.60
10,4,48,3.46
7,2,33,7.82
49,1,2,5.09
6,3,40,3.46
5,6,56,4.09
5,4,49,4.95
6,2,24,2.81
11,2,22,2.81
9,1,11,7.38
55,10,75,6.57
11,2,24,9.11
9,1,4,7.14
25,1,7,11.01
42,4,48,13.33
15,1,5,11.44
47,4,48,5.73
5,2,23,5.64
17,4,44,5.61
11,4,47,7.69
10,1,4,5.17
66,1,5,8.34
70,4,48,7.27
2,1,6,2.58
8,4,45,7.17
7,1,14,3.32
9,4,46,3.00
69,3,39,10.24
11,4,47,6.43
6,2,28,8.93
14,1,2,5.09
6,2,24,3.17
21,4,47,6.58
7,9,71,5.21
12,5,51,2.32
21,2,32,4.75
26,9,73,7.33
59,1,5,13.21
50,4,47,6.15
8,6,55,5.83
28,1,4,11.10
7,2,20,3.32
9,10,75,4.95
63,2,19,9.10
6,4,48,5.98
33,7,63,7.73
40,4,46,11.04
14,1,9,5.04
5,6,60,6.44
5,9,73,1.58
3,4,47,6.46
15,6,59,6.46
16,2,32,9.93
26,2,18,7.83
8,4,47,8.79
24,4,46,6.78
5,7,65,1.00
12,7,63,3.58
10,4,47,4.46
9,2,18,7.75
66,4,44,7.60
10,3,38,1.00
23,10,76,8.74
14,4,47,10.36
19,1,6,5.67
17,2,27,6.30
7,3,39,6.95
8,2,25,8.07
7,1,4,5.29
12,2,32,12.21
15,6,62,10.92
19,4,47,8.15
16,4,49,7.56
48,2,27,9.02
5,2,32,1.00
14,4,47,6.67
16,9,73,7.35
11,7,65,6.44
66,1,8,8.44
15,2,25,8.63
17,2,20,4.58
21,4,47,4.32
3,4,47,5.17
22,2,22,10.77
21,3,38,11.19
13,3,39,5.36
34,2,29,8.78
55,4,48,5.09
6,4,48,7.42
5,2,32,1.00
28,3,40,4.39
9,2,23,3.46
21,2,34,3.00
9,9,71,2.58
11,6,62,5.00
10,2,34,6.97
27,4,47,6.86
25,2,18,14.20
38,2,29,4.70
43,1,10,11.33
14,2,34,6.88
9,5,51,5.95
62,1,5,3.70
24,2,17,6.71
5,1,2,3.46
2,4,49,4.00
5,5,50,10.66
26,2,32,6.15
17,3,39,3.81
20,1,8,7.61
35,1,10,9.65
18,3,39,5.21
19,2,27,3.81
50,1,7,6.39
4,2,20,5.64
12,2,19,8.88
25,2,18,8.87
34,3,39,7.23
1,2,25,2.81
34,1,8,8.11
4,1,5,2.58
65,2,20,6.41
38,9,71,5.17
13,10,76,4.58
8,5,52,6.44
2,8,68,4.75
13,2,32,8.14
10,2,31,3.17
3,2,24,4.32
31,7,63,5.88
69,6,59,9.70
9,4,45,9.17
48,1,6,5.86
7,1,11,5.39
6,9,73,5.36
51,2,17,11.56
23,4,47,9.81
7,1,9,1.58
7,4,47,8.25
5,1,6,4.58
27,3,39,3.91
12,1,8,9.12
15,7,67,6.00
4,4,47,8.22
20,4,45,3.32
9,2,19,2.81
9,2,24,5.55
9,6,56,5.13
21,2,34,3.00
20,2,22,7.23
10,9,70,2.81
12,2,25,5.21
62,2,28,9.06
73,2,27,10.79
5,9,73,3.17
17,1,4,4.25
22,1,8,6.30
7,4,46,3.91
13,7,63,5.81
15,1,5,8.34
1,1,5,9.64
36,1,5,9.70
8,9,73,7.48
42,1,4,9.30
35,2,27,10.00
11,3,39,2.81
14,1,9,6.29
2,4,44,4.09
2,1,4,5.36
31,5,50,5.04
54,1,11,13.89
8,6,55,9.03
3,2,28,4.09
9,6,62,6.61
18,2,19,7.61
18,4,47,7.52
37,4,48,7.82
14,1,9,5.58
3,9,73,4.25
17,4,45,5.49
31,2,27,5.21
6,4,48,10.88
14,7,65,7.16
27,9,73,8.81
9,2,26,7.93
8,1,9,8.16
3,2,25,11.42
11,1,4,5.67
24,9,72,4.39
23,1,1,6.29
10,4,44,5.98
19,2,19,4.95
5,2,33,5.36
11,4,47,6.70
17,4,45,6.21
3,2,20,4.09
43,4,47,8.50
44,1,8,11.56
25,7,65,9.58
15,3,39,4.86
11,4,47,7.65
55,2,29,5.09
5,1,5,3.81
15,5,50,5.52
38,4,46,6.95
25,9,73,4.95
6,1,6,5.58
8,3,38,4.46
35,7,67,8.18
14,10,75,6.55
15,2,22,4.52
34,4,49,5.91
50,2,34,9.18
74,5,50,7.00
12,8,69,4.95
32,1,9,6.32
17,1,5,6.19
3,3,39,9.13
38,4,47,10.71
28,5,51,6.75
10,2,25,7.17
6,5,53,4.91
27,2,27,4.17
22,2,35,10.71
16,2,25,8.91
35,10,75,8.58
19,10,75,7.35
20,3,38,7.26
8,4,49,8.86
12,3,39,4.32
18,4,44,3.81
34,1,10,7.95
28,6,56,14.41
12,4,47,8.07
51,4,46,4.81
60,6,56,3.58
9,4,49,6.19
61,2,32,9.73
23,4,47,12.90
46,4,44,6.75
39,2,28,10.48
12,5,50,11.39
8,8,68,6.17
24,4,46,3.32
6,10,76,9.41
16,2,19,5.61
15,1,6,8.15
18,4,47,8.07
63,9,73,7.48
2,9,72,3.32
44,10,76,9.79
10,3,38,8.79
17,4,49,7.34
29,1,8,7.83
9,4,49,10.23
58,6,59,9.23
8,9,70,2.81
28,5,52,8.62
15,4,46,7.64
17,2,23,4.70
12,5,50,3.70
9,2,28,4.52
72,1,6,10.19
59,2,19,10.41
29,2,19,5.67
7,4,48,9.77
34,3,40,4.09
25,2,18,8.56
30,2,29,6.95
26,2,32,6.25
30,10,75,7.62
27,6,62,4.09
35,3,39,4.52
34,4,45,13.48
2,1,6,1.00
8,4,47,4.32
45,1,6,7.89
6,7,65,7.86
57,10,76,7.02
32,9,72,5.00
22,2,34,9.01
5,11,77,1.58
13,11,77,6.57
24,2,29,5.04
18,2,18,2.00
12,1,4,6.73
15,2,27,3.91
43,10,75,4.46
3,3,39,6.25
61,2,32,9.58
44,1,6,6.78
7,4,47,10.44
51,3,40,9.25
16,1,4,8.41
10,6,56,10.55
12,3,39,4.46
37,4,44,6.83
22,2,18,6.66
26,3,38,9.66
6,9,71,1.00
62,1,6,7.95
18,1,9,3.46
30,7,66,9.04
7,1,9,6.13
31,2,22,7.02
8,4,49,5.17
18,1,10,9.97
14,2,27,10.54
16,1,11,8.06
3,5,52,4.46
21,2,31,5.32
61,4,48,7.91
62,4,45,6.46
22,10,76,4.00
7,1,8,6.19
9,10,76,4.09
53,4,45,6.44
11,3,40,6.09
26,4,44,6.92
15,10,76,6.98
11,7,63,9.42
20,3,40,7.48
24,5,53,7.87
5,2,33,7.31
3,2,22,7.09
23,3,40,6.86
7,3,38,2.81
12,9,72,6.25
48,3,38,5.70
6,3,38,5.81
10,5,53,2.00
10,2,22,5.95
2,4,47,5.32
33,4,46,11.68
3,3,39,4.46
24,4,48,8.76
7,9,72,6.58
7,5,50,2.81
5,4,47,4.17
23,3,39,4.86
28,7,63,6.29
3,2,31,5.13
16,7,63,5.17
27,10,75,8.34
16,4,45,5.58
6,1,4,9.73
2,9,73,3.32
14,2,20,3.81
4,9,71,4.64
33,4,48,7.73
23,1,1,7.24
45,4,44,6.87
3,1,5,3.91
65,3,38,6.13
57,4,48,8.74
5,4,49,4.25
6,4,47,4.32
6,3,39,5.25
22,2,32,5.49
20,2,19,7.99
29,5,50,6.95
6,4,48,4.00
23,6,56,11.69
9,4,47,6.29
31,3,41,8.29
45,2,23,5.46
19,5,53,6.61
28,4,44,3.46
7,4,49,6.39
17,5,53,9.34
10,2,25,13.12
6,5,53,8.18
10,4,46,6.81
22,3,38,9.37
16,2,34,4.81
25,2,22,7.90
9,5,51,6.04
27,10,75,10.10
18,6,55,10.91
4,2,25,10.51
60,3,39,6.41
27,4,44,4.81
5,3,39,4.86
7,2,35,5.13
10,2,22,5.78
14,3,39,9.05
43,6,62,5.43
29,7,64,10.25
21,2,27,6.78
8,1,6,10.72
11,4,48,4.52
46,4,44,6.51
2,2,28,5.25
49,1,3,7.79
37,7,64,3.58
8,2,22,5.36
38,4,45,7.14
9,2,26,8.10
8,1,6,5.43
5,3,38,2.00
19,2,29,4.09
12,8,68,10.18
41,1,4,6.71
9,5,51,5.86
4,4,48,4.32
18,9,73,11.72
31,8,69,2.81
6,4,48,7.48
17,3,41,4.58
60,5,53,5.52
66,4,44,7.78
12,7,63,2.81
46,7,64,4.17
33,9,73,6.41
17,1,8,5.91
18,4,47,7.88
8,4,46,3.58
69,5,51,7.35
24,2,32,7.35
24,4,45,8.72
17,9,73,7.75
6,2,29,3.58
1,4,47,7.50
26,9,73,9.87
5,7,65,2.00
17,1,1,10.16
16,4,44,7.20
10,7,65,6.07
58,6,60,8.57
17,2,29,2.81
9,1,5,3.81
5,4,49,4.64
46,4,44,6.74
44,6,56,6.61
36,10,76,7.75
1,2,16,3.46
26,9,73,9.84
8,3,38,7.06
6,7,65,4.25
3,1,15,4.09
43,4,47,7.07
6,1,5,5.17
4,10,75,6.44
17,3,38,5.00
9,3,39,7.46
33,2,25,10.82
16,4,44,5.58
28,7,64,6.64
16,9,72,5.86
9,5,51,6.13
9,2,30,3.46
11,4,47,7.09
10,1,7,2.81
60,2,25,8.60
12,1,5,4.39
25,2,20,6.88
7,4,47,2.32
22,9,72,7.13
17,6,59,8.19
20,2,34,10.62
12,7,63,7.14
28,2,32,7.70
16,2,25,8.95
40,9,71,10.13
6,2,31,8.61
23,9,70,6.39
